tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-496,Marseille,0,32,A,20020211,9,102571,,Q,Gregory Carraz,0,190.0,FRA,26.8446269678,190.0,197.0,101746,,Q,Renzo Furlan,R,175.0,ITA,31.7399041752,189.0,199.0,6-3 6-3,3,3,65.0,6.0,0.0,43.0,22.0,20.0,14.0,9.0,0.0,1.0,3.0,1.0,45.0,28.0,15.0,7.0,9.0,1.0,5.0
2002-496,Marseille,0,32,A,20020211,10,102358,,,Thomas Enqvist,0,190.0,SWE,27.9178644764,24.0,1200.0,101532,,,Francisco Clavet,L,183.0,ESP,33.3004791239,57.0,650.0,6-3 1-6 6-2,3,3,107.0,10.0,5.0,88.0,42.0,32.0,23.0,12.0,5.0,7.0,8.0,1.0,83.0,50.0,36.0,14.0,12.0,4.0,7.0
2002-496,Marseille,0,32,A,20020211,11,103990,,,Tommy Robredo,0,180.0,ESP,19.7837097878,34.0,1035.0,103908,,WC,Paul Henri Mathieu,R,185.0,FRA,20.0821355236,151.0,259.0,6-4 6-4,3,3,80.0,5.0,3.0,54.0,35.0,28.0,11.0,10.0,2.0,3.0,4.0,2.0,60.0,34.0,26.0,12.0,10.0,2.0,5.0
2002-496,Marseille,0,32,A,20020211,12,103206,3.0,,Sebastien Grosjean,0,175.0,FRA,23.7070499658,9.0,2325.0,103174,,,Noam Okun,R,185.0,ISR,23.8247775496,105.0,385.0,6-4 6-2,3,3,76.0,2.0,0.0,51.0,32.0,25.0,13.0,9.0,1.0,1.0,1.0,3.0,64.0,46.0,28.0,6.0,9.0,7.0,10.0
2002-496,Marseille,0,32,A,20020211,13,102271,8.0,,Hicham Arazi,1,175.0,MAR,28.3148528405,23.0,1200.0,102201,,Q,Lionel Roux,R,185.0,FRA,28.8350444901,636.0,24.0,7-6(5) 6-2,3,3,80.0,5.0,2.0,63.0,38.0,31.0,14.0,10.0,4.0,4.0,4.0,4.0,68.0,33.0,26.0,17.0,10.0,2.0,4.0
2002-496,Marseille,0,32,A,20020211,14,101820,,WC,Marc Rosset,0,201.0,SUI,31.2635181383,128.0,312.0,103693,,LL,Thierry Ascione,R,188.0,FRA,21.067761807,305.0,107.0,7-6(7) 7-6(1),3,3,80.0,18.0,4.0,74.0,54.0,49.0,11.0,12.0,0.0,0.0,5.0,2.0,76.0,52.0,43.0,14.0,12.0,2.0,2.0
2002-496,Marseille,0,32,A,20020211,15,103096,,,Arnaud Clement,0,173.0,FRA,24.1533196441,48.0,810.0,101543,,Q,Jeff Tarango,L,180.0,USA,33.2265571526,442.0,58.0,6-4 6-3,3,3,70.0,13.0,2.0,52.0,34.0,26.0,13.0,9.0,2.0,2.0,7.0,5.0,67.0,42.0,27.0,10.0,10.0,3.0,6.0
2002-496,Marseille,0,32,A,20020211,16,102338,2.0,,Yevgeny Kafelnikov,0,190.0,RUS,27.9808350445,4.0,2875.0,103018,,,Max Mirnyi,R,196.0,BLR,24.6023271732,37.0,1005.0,7-5 7-6(4),3,3,91.0,9.0,1.0,77.0,48.0,40.0,19.0,12.0,6.0,6.0,18.0,3.0,74.0,38.0,34.0,17.0,12.0,2.0,3.0
2002-496,Marseille,0,32,A,20020211,17,103507,1.0,,Juan Carlos Ferrero,0,183.0,ESP,21.9986310746,3.0,3005.0,102911,,,Andrei Stoliarov,R,178.0,RUS,25.0896646133,112.0,369.0,6-0 5-7 6-3,3,4,97.0,12.0,0.0,73.0,36.0,29.0,26.0,14.0,0.0,1.0,12.0,2.0,90.0,44.0,33.0,19.0,13.0,6.0,10.0
2002-496,Marseille,0,32,A,20020211,18,101611,,,Cedric Pioline,0,188.0,FRA,32.6598220397,99.0,418.0,102369,,,Julien Boutter,R,190.0,FRA,27.8548939083,59.0,620.0,7-6(6) 6-2,3,4,79.0,6.0,3.0,58.0,30.0,27.0,20.0,10.0,0.0,0.0,6.0,5.0,65.0,38.0,33.0,12.0,10.0,1.0,3.0
2002-496,Marseille,0,32,A,20020211,19,102257,,,Greg Rusedski,1,193.0,GBR,28.4325804244,30.0,1100.0,102148,,,Fabrice Santoro,R,178.0,FRA,29.1745379877,26.0,1180.0,6-3 5-7 6-4,3,4,115.0,15.0,5.0,88.0,49.0,39.0,24.0,16.0,5.0,7.0,6.0,4.0,97.0,63.0,42.0,20.0,15.0,5.0,8.0
2002-496,Marseille,0,32,A,20020211,20,102765,,,Nicolas Escude,0,185.0,FRA,25.8590006845,27.0,1160.0,102967,,LL,Marc Gicquel,R,188.0,FRA,24.8706365503,369.0,80.0,6-1 7-6(3),3,4,78.0,10.0,1.0,54.0,29.0,27.0,19.0,10.0,1.0,1.0,9.0,2.0,75.0,36.0,27.0,17.0,9.0,6.0,8.0
2002-496,Marseille,0,32,A,20020211,21,102358,,,Thomas Enqvist,0,190.0,SWE,27.9178644764,24.0,1200.0,102571,,Q,Gregory Carraz,R,190.0,FRA,26.8446269678,190.0,197.0,7-6(3) 6-7(6) 7-6(5),3,4,150.0,18.0,4.0,103.0,59.0,56.0,28.0,18.0,0.0,1.0,31.0,12.0,155.0,97.0,75.0,25.0,18.0,5.0,6.0
2002-496,Marseille,0,32,A,20020211,22,103206,3.0,,Sebastien Grosjean,0,175.0,FRA,23.7070499658,9.0,2325.0,103990,,,Tommy Robredo,R,180.0,ESP,19.7837097878,34.0,1035.0,6-3 6-3,3,4,72.0,7.0,0.0,53.0,37.0,29.0,11.0,9.0,2.0,2.0,2.0,5.0,64.0,37.0,25.0,10.0,9.0,5.0,8.0
2002-496,Marseille,0,32,A,20020211,23,101820,,WC,Marc Rosset,0,201.0,SUI,31.2635181383,128.0,312.0,102271,8.0,,Hicham Arazi,L,175.0,MAR,28.3148528405,23.0,1200.0,7-5 6-2,3,4,66.0,16.0,4.0,53.0,31.0,29.0,12.0,10.0,0.0,0.0,5.0,1.0,66.0,41.0,26.0,13.0,10.0,9.0,12.0
2002-496,Marseille,0,32,A,20020211,24,102338,2.0,,Yevgeny Kafelnikov,0,190.0,RUS,27.9808350445,4.0,2875.0,103096,,,Arnaud Clement,R,173.0,FRA,24.1533196441,48.0,810.0,6-3 3-6 6-3,3,4,124.0,13.0,4.0,96.0,49.0,37.0,26.0,14.0,10.0,12.0,14.0,8.0,97.0,54.0,42.0,16.0,13.0,13.0,16.0
2002-496,Marseille,0,32,A,20020211,25,101611,,,Cedric Pioline,0,188.0,FRA,32.6598220397,99.0,418.0,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,21.9986310746,3.0,3005.0,6-7(3) 6-4 7-5,3,5,126.0,21.0,4.0,105.0,66.0,58.0,16.0,17.0,5.0,5.0,12.0,6.0,100.0,57.0,50.0,18.0,17.0,6.0,8.0
2002-496,Marseille,0,32,A,20020211,26,102765,,,Nicolas Escude,0,185.0,FRA,25.8590006845,27.0,1160.0,102257,,,Greg Rusedski,L,193.0,GBR,28.4325804244,30.0,1100.0,6-3 7-5,3,5,71.0,9.0,1.0,59.0,47.0,37.0,7.0,11.0,2.0,3.0,10.0,1.0,60.0,36.0,23.0,14.0,10.0,2.0,5.0
2002-496,Marseille,0,32,A,20020211,27,102358,,,Thomas Enqvist,0,190.0,SWE,27.9178644764,24.0,1200.0,103206,3.0,,Sebastien Grosjean,R,175.0,FRA,23.7070499658,9.0,2325.0,6-3 7-5,3,5,78.0,5.0,0.0,66.0,33.0,24.0,18.0,11.0,1.0,4.0,8.0,2.0,50.0,25.0,19.0,7.0,10.0,3.0,8.0
2002-496,Marseille,0,32,A,20020211,28,102338,2.0,,Yevgeny Kafelnikov,0,190.0,RUS,27.9808350445,4.0,2875.0,101820,,WC,Marc Rosset,R,201.0,SUI,31.2635181383,128.0,312.0,6-3 7-6(5),3,5,74.0,7.0,0.0,65.0,39.0,33.0,17.0,11.0,0.0,0.0,19.0,1.0,57.0,39.0,33.0,10.0,10.0,0.0,1.0
2002-496,Marseille,0,32,A,20020211,29,102765,,,Nicolas Escude,0,185.0,FRA,25.8590006845,27.0,1160.0,101611,,,Cedric Pioline,R,188.0,FRA,32.6598220397,99.0,418.0,6-3 7-5,3,6,77.0,15.0,2.0,61.0,36.0,32.0,15.0,11.0,1.0,1.0,9.0,3.0,55.0,25.0,18.0,19.0,10.0,0.0,2.0
2002-496,Marseille,0,32,A,20020211,30,102358,,,Thomas Enqvist,0,190.0,SWE,27.9178644764,24.0,1200.0,102338,2.0,,Yevgeny Kafelnikov,R,190.0,RUS,27.9808350445,4.0,2875.0,6-7(1) 7-6(10) 6-4,3,6,168.0,17.0,10.0,136.0,62.0,48.0,33.0,17.0,8.0,12.0,25.0,5.0,122.0,58.0,48.0,26.0,17.0,8.0,13.0
2002-496,Marseille,0,32,A,20020211,31,102358,,,Thomas Enqvist,0,190.0,SWE,27.9178644764,24.0,1200.0,102765,,,Nicolas Escude,R,185.0,FRA,25.8590006845,27.0,1160.0,6-7(4) 6-3 6-1,3,7,113.0,12.0,3.0,87.0,54.0,43.0,21.0,14.0,1.0,1.0,19.0,4.0,92.0,49.0,36.0,20.0,14.0,5.0,9.0
2002-419,Indianapolis,0,56,A,20020812,1,103252,,,Alberto Martin,0,175.0,ESP,23.9780971937,68.0,575.0,101723,,WC,Magnus Larsson,R,193.0,SWE,32.3832991102,160.0,240.0,6-7(6) 7-5 6-3,3,2,126.0,9.0,4.0,98.0,61.0,49.0,23.0,16.0,5.0,6.0,14.0,7.0,117.0,68.0,55.0,19.0,17.0,7.0,11.0
2002-419,Indianapolis,0,56,A,20020812,2,102201,,Q,Lionel Roux,0,185.0,FRA,29.3333333333,331.0,88.0,103852,,,Feliciano Lopez,L,188.0,ESP,20.8925393566,77.0,512.0,7-5 5-7 6-3,3,2,132.0,5.0,6.0,102.0,59.0,47.0,25.0,17.0,2.0,3.0,8.0,4.0,89.0,58.0,47.0,16.0,16.0,2.0,4.0
2002-419,Indianapolis,0,56,A,20020812,3,102257,14.0,,Greg Rusedski,1,193.0,GBR,28.9308692676,41.0,830.0,103656,,,Albert Montanes,R,175.0,ESP,21.7084188912,58.0,665.0,7-6(5) 6-4,3,2,79.0,11.0,7.0,68.0,42.0,38.0,13.0,11.0,0.0,0.0,1.0,2.0,72.0,55.0,41.0,8.0,11.0,3.0,4.0
2002-419,Indianapolis,0,56,A,20020812,4,103280,,,Martin Verkerk,0,196.0,NED,23.780971937,107.0,391.0,103344,12.0,,Ivan Ljubicic,R,193.0,CRO,23.4004106776,37.0,894.0,6-4 6-2,3,2,73.0,15.0,4.0,52.0,27.0,22.0,17.0,9.0,3.0,3.0,8.0,2.0,55.0,35.0,24.0,8.0,9.0,3.0,6.0
2002-419,Indianapolis,0,56,A,20020812,5,102880,,,Alexander Popp,0,201.0,GER,25.7686516085,93.0,425.0,102642,,Q,Cyril Saulnier,R,190.0,FRA,26.9897330595,158.0,246.0,4-6 6-2 6-4,3,2,99.0,3.0,3.0,89.0,54.0,43.0,13.0,14.0,6.0,9.0,6.0,7.0,75.0,35.0,25.0,19.0,14.0,7.0,12.0
2002-419,Indianapolis,0,56,A,20020812,6,103454,,,Nicolas Massu,0,183.0,CHI,22.8391512663,66.0,605.0,104330,,WC,Rajeev Ram,R,193.0,USA,18.4010951403,1109.0,4.0,6-3 6-3,3,2,81.0,1.0,6.0,57.0,31.0,24.0,15.0,9.0,1.0,2.0,3.0,3.0,65.0,27.0,15.0,18.0,9.0,6.0,10.0
2002-419,Indianapolis,0,56,A,20020812,7,102796,,WC,Magnus Norman,0,188.0,SWE,26.2012320329,232.0,150.0,104068,,,Robby Ginepri,R,183.0,USA,19.8466803559,103.0,396.0,7-6(0) 6-4,3,2,93.0,5.0,2.0,76.0,43.0,31.0,17.0,11.0,5.0,8.0,4.0,4.0,71.0,38.0,21.0,18.0,11.0,5.0,9.0
2002-419,Indianapolis,0,56,A,20020812,8,102184,,Q,David Prinosil,0,185.0,GER,29.4264202601,259.0,125.0,102539,,,Bohdan Ulihrach,R,188.0,CZE,27.4661190965,79.0,495.0,6-3 6-7(2) 6-2,3,2,115.0,9.0,4.0,98.0,48.0,38.0,26.0,15.0,4.0,7.0,3.0,2.0,99.0,65.0,39.0,17.0,14.0,7.0,13.0
2002-419,Indianapolis,0,56,A,20020812,9,103356,13.0,,Michel Kratochvil,0,185.0,SUI,23.3483915127,35.0,935.0,103371,,Q,Emin Agaev,R,,AZE,23.2470910335,368.0,76.0,6-0 6-2,3,2,46.0,8.0,6.0,41.0,23.0,20.0,10.0,7.0,0.0,0.0,3.0,4.0,44.0,23.0,13.0,6.0,7.0,1.0,6.0
2002-419,Indianapolis,0,56,A,20020812,10,103018,10.0,,Max Mirnyi,0,196.0,BLR,25.1006160164,31.0,1045.0,103908,,,Paul Henri Mathieu,R,185.0,FRA,20.5804243669,86.0,460.0,6-2 7-5,3,2,69.0,17.0,2.0,53.0,36.0,29.0,10.0,10.0,2.0,3.0,0.0,4.0,60.0,34.0,20.0,14.0,10.0,6.0,10.0
2002-419,Indianapolis,0,56,A,20020812,11,103017,,,Nicolas Kiefer,0,183.0,GER,25.1033538672,65.0,610.0,103709,,,Kristian Pless,R,188.0,DEN,21.5030800821,81.0,481.0,7-6(5) 6-2,3,2,87.0,10.0,3.0,63.0,31.0,30.0,13.0,10.0,1.0,2.0,6.0,5.0,70.0,41.0,26.0,14.0,10.0,9.0,12.0
2002-419,Indianapolis,0,56,A,20020812,12,102227,,,Sargis Sargsian,0,180.0,ARM,29.1909650924,98.0,404.0,103566,,,Michael Llodra,L,190.0,FRA,22.2340862423,95.0,413.0,6-2 6-4,3,2,57.0,7.0,3.0,52.0,28.0,21.0,16.0,9.0,0.0,0.0,9.0,3.0,48.0,30.0,22.0,7.0,9.0,1.0,4.0
2002-419,Indianapolis,0,56,A,20020812,13,102456,,,Felix Mantilla,0,180.0,ESP,27.8850102669,51.0,720.0,102730,,,Ivo Heuberger,R,188.0,SUI,26.4777549624,128.0,326.0,7-5 6-1,3,2,65.0,2.0,1.0,50.0,30.0,24.0,13.0,10.0,2.0,3.0,7.0,1.0,50.0,30.0,17.0,8.0,9.0,2.0,6.0
2002-419,Indianapolis,0,56,A,20020812,14,101532,,,Francisco Clavet,1,183.0,ESP,33.7987679671,87.0,455.0,103451,,,Bjorn Phau,R,175.0,GER,22.855578371,134.0,308.0,6-7(1) 7-5 6-1,3,2,128.0,0.0,5.0,109.0,66.0,41.0,24.0,16.0,7.0,11.0,1.0,7.0,102.0,55.0,29.0,23.0,15.0,9.0,16.0
2002-419,Indianapolis,0,56,A,20020812,15,102318,11.0,,Andrei Pavel,0,183.0,ROU,28.5393566051,29.0,1055.0,103319,,,Jeff Morrison,R,185.0,USA,23.5181382615,109.0,385.0,4-6 6-3 6-2,3,2,97.0,3.0,4.0,96.0,56.0,41.0,21.0,14.0,3.0,5.0,9.0,7.0,79.0,49.0,39.0,7.0,13.0,1.0,5.0
2002-419,Indianapolis,0,56,A,20020812,16,103096,15.0,,Arnaud Clement,0,173.0,FRA,24.6516084873,42.0,800.0,102035,,,Jonas Bjorkman,R,183.0,SWE,30.3874058864,46.0,760.0,6-4 7-5,3,2,97.0,3.0,4.0,68.0,38.0,28.0,14.0,11.0,2.0,5.0,1.0,3.0,66.0,34.0,22.0,12.0,11.0,9.0,14.0
2002-419,Indianapolis,0,56,A,20020812,17,101965,,,Wayne Ferreira,0,185.0,RSA,30.9075975359,38.0,880.0,104548,,WC,Brian Baker,R,190.0,USA,17.2840520192,816.0,12.0,6-4 6-2,3,2,56.0,7.0,1.0,55.0,30.0,23.0,15.0,9.0,2.0,3.0,3.0,6.0,50.0,30.0,22.0,4.0,9.0,0.0,4.0
2002-419,Indianapolis,0,56,A,20020812,18,104339,,WC,Mario Ancic,0,196.0,CRO,18.3682409309,129.0,322.0,102921,,,Ota Fukarek,R,190.0,CZE,25.5633127995,117.0,344.0,4-6 6-2 6-2,3,2,119.0,5.0,4.0,89.0,40.0,27.0,22.0,13.0,4.0,8.0,4.0,6.0,78.0,45.0,25.0,13.0,13.0,7.0,14.0
2002-419,Indianapolis,0,56,A,20020812,19,103758,,,Taylor Dent,0,188.0,USA,21.3004791239,56.0,676.0,102785,,Q,Glenn Weiner,R,188.0,USA,26.2915811088,496.0,45.0,6-4 7-6(5),3,2,89.0,11.0,9.0,88.0,46.0,34.0,18.0,11.0,5.0,7.0,4.0,5.0,67.0,28.0,21.0,20.0,11.0,1.0,4.0
2002-419,Indianapolis,0,56,A,20020812,20,102968,,Q,Jonathan Erlich,0,180.0,ISR,25.3524982888,456.0,53.0,102437,,,Adrian Voinea,R,185.0,ROU,28.0164271047,62.0,629.0,6-2 6-3,3,2,56.0,5.0,2.0,42.0,25.0,22.0,10.0,8.0,0.0,0.0,2.0,5.0,52.0,30.0,19.0,8.0,9.0,1.0,5.0
2002-419,Indianapolis,0,56,A,20020812,21,102783,9.0,,Rainer Schuettler,0,180.0,GER,26.2970568104,24.0,1285.0,102882,,,Mark Philippoussis,R,196.0,AUS,25.7604380561,71.0,570.0,7-6(2) 7-6(4),3,2,103.0,1.0,9.0,92.0,50.0,36.0,21.0,12.0,3.0,5.0,9.0,6.0,77.0,37.0,28.0,21.0,12.0,0.0,2.0
2002-419,Indianapolis,0,56,A,20020812,22,102148,16.0,,Fabrice Santoro,0,178.0,FRA,29.6728268309,43.0,790.0,103248,,,Harel Levy,R,185.0,ISR,24.0191649555,319.0,93.0,6-2 6-2,3,2,63.0,5.0,3.0,53.0,18.0,15.0,23.0,8.0,6.0,6.0,1.0,5.0,52.0,27.0,19.0,6.0,8.0,2.0,6.0
2002-419,Indianapolis,0,56,A,20020812,23,101885,,,Wayne Arthurs,1,190.0,AUS,31.4031485284,53.0,710.0,102703,,,Hyung Taik Lee,R,180.0,KOR,26.6064339493,80.0,486.0,6-4 6-3,3,2,67.0,15.0,3.0,48.0,31.0,26.0,12.0,9.0,1.0,1.0,1.0,2.0,63.0,40.0,25.0,13.0,10.0,7.0,10.0
2002-419,Indianapolis,0,56,A,20020812,24,102905,,Q,Stefan Koubek,1,175.0,AUT,25.607118412,39.0,855.0,102887,,,Ramon Delgado,R,185.0,PAR,25.7412731006,132.0,314.0,7-6(3) 7-6(1),3,2,102.0,10.0,6.0,88.0,50.0,39.0,18.0,12.0,4.0,6.0,2.0,4.0,80.0,50.0,32.0,15.0,12.0,1.0,3.0
2002-419,Indianapolis,0,56,A,20020812,25,103720,1.0,,Lleyton Hewitt,0,180.0,AUS,21.4620123203,1.0,5205.0,103252,,,Alberto Martin,R,175.0,ESP,23.9780971937,68.0,575.0,6-3 7-5,3,3,104.0,5.0,3.0,87.0,43.0,35.0,19.0,11.0,8.0,9.0,1.0,3.0,63.0,43.0,27.0,12.0,10.0,6.0,9.0
2002-419,Indianapolis,0,56,A,20020812,26,102257,14.0,,Greg Rusedski,1,193.0,GBR,28.9308692676,41.0,830.0,102201,,Q,Lionel Roux,R,185.0,FRA,29.3333333333,331.0,88.0,6-3 6-2,3,3,59.0,7.0,2.0,43.0,22.0,21.0,16.0,9.0,0.0,0.0,1.0,4.0,41.0,26.0,18.0,7.0,8.0,3.0,6.0
2002-419,Indianapolis,0,56,A,20020812,27,103280,,,Martin Verkerk,0,196.0,NED,23.780971937,107.0,391.0,102880,,,Alexander Popp,R,201.0,GER,25.7686516085,93.0,425.0,6-4 7-5,3,3,77.0,6.0,5.0,60.0,34.0,29.0,14.0,11.0,0.0,1.0,3.0,5.0,69.0,40.0,32.0,10.0,11.0,8.0,11.0
2002-419,Indianapolis,0,56,A,20020812,28,102450,5.0,,Tim Henman,0,185.0,GBR,27.9315537303,5.0,2455.0,103454,,,Nicolas Massu,R,183.0,CHI,22.8391512663,66.0,605.0,6-3 1-6 7-5,3,3,138.0,6.0,5.0,91.0,51.0,34.0,21.0,14.0,4.0,7.0,8.0,9.0,87.0,46.0,32.0,23.0,14.0,6.0,9.0
2002-419,Indianapolis,0,56,A,20020812,29,103163,3.0,,Tommy Haas,0,188.0,GER,24.3586584531,3.0,2960.0,102796,,WC,Magnus Norman,R,188.0,SWE,26.2012320329,232.0,150.0,7-6(9) 6-3,3,3,91.0,11.0,5.0,67.0,43.0,38.0,14.0,11.0,2.0,2.0,5.0,1.0,68.0,43.0,29.0,17.0,10.0,1.0,2.0
2002-419,Indianapolis,0,56,A,20020812,30,103356,13.0,,Michel Kratochvil,0,185.0,SUI,23.3483915127,35.0,935.0,102184,,Q,David Prinosil,R,185.0,GER,29.4264202601,259.0,125.0,6-1 6-4,3,3,83.0,7.0,8.0,51.0,31.0,25.0,7.0,8.0,3.0,5.0,0.0,9.0,92.0,42.0,29.0,14.0,9.0,18.0,24.0
2002-419,Indianapolis,0,56,A,20020812,31,103017,,,Nicolas Kiefer,0,183.0,GER,25.1033538672,65.0,610.0,103018,10.0,,Max Mirnyi,R,196.0,BLR,25.1006160164,31.0,1045.0,6-4 7-5,3,3,97.0,7.0,4.0,61.0,31.0,27.0,16.0,11.0,1.0,2.0,5.0,3.0,67.0,40.0,27.0,12.0,11.0,0.0,3.0
2002-419,Indianapolis,0,56,A,20020812,32,103206,6.0,,Sebastien Grosjean,0,175.0,FRA,24.205338809,11.0,2005.0,102227,,,Sargis Sargsian,R,180.0,ARM,29.1909650924,98.0,404.0,3-6 6-3 6-3,3,3,106.0,6.0,1.0,77.0,39.0,31.0,22.0,13.0,1.0,2.0,7.0,6.0,90.0,44.0,31.0,24.0,14.0,4.0,7.0
2002-419,Indianapolis,0,56,A,20020812,33,102456,,,Felix Mantilla,0,180.0,ESP,27.8850102669,51.0,720.0,101962,7.0,,Younes El Aynaoui,R,193.0,MAR,30.9158110883,20.0,1390.0,7-6(2) 7-5,3,3,101.0,2.0,2.0,94.0,71.0,48.0,12.0,12.0,8.0,9.0,8.0,4.0,64.0,40.0,33.0,11.0,12.0,0.0,2.0
2002-419,Indianapolis,0,56,A,20020812,34,102318,11.0,,Andrei Pavel,0,183.0,ROU,28.5393566051,29.0,1055.0,101532,,,Francisco Clavet,L,183.0,ESP,33.7987679671,87.0,455.0,6-4 2-6 6-3,3,3,130.0,1.0,7.0,100.0,55.0,41.0,17.0,14.0,9.0,13.0,1.0,1.0,88.0,58.0,38.0,10.0,13.0,5.0,9.0
2002-419,Indianapolis,0,56,A,20020812,35,103096,15.0,,Arnaud Clement,0,173.0,FRA,24.6516084873,42.0,800.0,101965,,,Wayne Ferreira,R,185.0,RSA,30.9075975359,38.0,880.0,6-4 4-6 7-6(1),3,3,112.0,5.0,2.0,80.0,43.0,36.0,26.0,16.0,0.0,2.0,13.0,6.0,96.0,53.0,45.0,18.0,16.0,1.0,3.0
2002-419,Indianapolis,0,56,A,20020812,36,104339,,WC,Mario Ancic,0,196.0,CRO,18.3682409309,129.0,322.0,102338,4.0,,Yevgeny Kafelnikov,R,190.0,RUS,28.4791238877,4.0,2525.0,4-6 6-2 6-4,3,3,126.0,11.0,6.0,102.0,53.0,40.0,26.0,14.0,6.0,7.0,8.0,8.0,102.0,50.0,38.0,23.0,14.0,8.0,11.0
2002-419,Indianapolis,0,56,A,20020812,37,103598,8.0,,Xavier Malisse,0,185.0,BEL,22.0643394935,19.0,1405.0,103758,,,Taylor Dent,R,188.0,USA,21.3004791239,56.0,676.0,6-4 6-4,3,3,69.0,3.0,4.0,59.0,33.0,26.0,13.0,10.0,6.0,7.0,0.0,4.0,65.0,32.0,21.0,17.0,10.0,4.0,7.0
2002-419,Indianapolis,0,56,A,20020812,38,102783,9.0,,Rainer Schuettler,0,180.0,GER,26.2970568104,24.0,1285.0,102968,,Q,Jonathan Erlich,R,180.0,ISR,25.3524982888,456.0,53.0,6-1 5-7 6-2,3,3,111.0,6.0,5.0,85.0,61.0,44.0,13.0,14.0,4.0,6.0,7.0,8.0,89.0,48.0,33.0,13.0,13.0,8.0,13.0
2002-419,Indianapolis,0,56,A,20020812,39,102148,16.0,,Fabrice Santoro,0,178.0,FRA,29.6728268309,43.0,790.0,101885,,,Wayne Arthurs,L,190.0,AUS,31.4031485284,53.0,710.0,6-4 6-2,3,3,62.0,2.0,1.0,58.0,37.0,25.0,12.0,9.0,1.0,2.0,5.0,2.0,53.0,36.0,21.0,8.0,9.0,2.0,6.0
2002-419,Indianapolis,0,56,A,20020812,40,103324,,LL,Arnaud Di Pasquale,0,185.0,FRA,23.498973306,141.0,286.0,102905,,Q,Stefan Koubek,L,175.0,AUT,25.607118412,39.0,855.0,6-2 7-6(4),3,3,93.0,2.0,8.0,89.0,58.0,41.0,13.0,10.0,15.0,16.0,3.0,6.0,57.0,29.0,16.0,17.0,10.0,1.0,4.0
2002-419,Indianapolis,0,56,A,20020812,41,102257,14.0,,Greg Rusedski,1,193.0,GBR,28.9308692676,41.0,830.0,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.4620123203,1.0,5205.0,7-6(3) 6-4,3,4,103.0,10.0,0.0,77.0,38.0,29.0,26.0,11.0,4.0,4.0,8.0,1.0,78.0,41.0,31.0,19.0,11.0,2.0,3.0
2002-419,Indianapolis,0,56,A,20020812,42,103280,,,Martin Verkerk,0,196.0,NED,23.780971937,107.0,391.0,102450,5.0,,Tim Henman,R,185.0,GBR,27.9315537303,5.0,2455.0,W/O,3,4,,,,,,,,,,,,,,,,,,,
2002-419,Indianapolis,0,56,A,20020812,43,103163,3.0,,Tommy Haas,0,188.0,GER,24.3586584531,3.0,2960.0,103356,13.0,,Michel Kratochvil,R,185.0,SUI,23.3483915127,35.0,935.0,4-6 7-5 6-1,3,4,118.0,12.0,7.0,89.0,44.0,34.0,27.0,15.0,7.0,9.0,8.0,12.0,88.0,45.0,33.0,19.0,14.0,1.0,5.0
2002-419,Indianapolis,0,56,A,20020812,44,103206,6.0,,Sebastien Grosjean,0,175.0,FRA,24.205338809,11.0,2005.0,103017,,,Nicolas Kiefer,R,183.0,GER,25.1033538672,65.0,610.0,7-6(4) 6-3,3,4,89.0,3.0,0.0,65.0,36.0,28.0,19.0,11.0,1.0,2.0,2.0,1.0,61.0,33.0,23.0,15.0,10.0,2.0,4.0
2002-419,Indianapolis,0,56,A,20020812,45,102456,,,Felix Mantilla,0,180.0,ESP,27.8850102669,51.0,720.0,102318,11.0,,Andrei Pavel,R,183.0,ROU,28.5393566051,29.0,1055.0,2-6 6-4 6-1,3,4,116.0,1.0,2.0,81.0,43.0,25.0,23.0,13.0,4.0,7.0,9.0,5.0,87.0,54.0,37.0,11.0,12.0,7.0,11.0
2002-419,Indianapolis,0,56,A,20020812,46,103096,15.0,,Arnaud Clement,0,173.0,FRA,24.6516084873,42.0,800.0,104339,,WC,Mario Ancic,R,196.0,CRO,18.3682409309,129.0,322.0,6-3 6-4,3,4,83.0,1.0,1.0,56.0,33.0,23.0,17.0,10.0,2.0,3.0,1.0,5.0,60.0,33.0,21.0,13.0,9.0,0.0,3.0
2002-419,Indianapolis,0,56,A,20020812,47,102783,9.0,,Rainer Schuettler,0,180.0,GER,26.2970568104,24.0,1285.0,103598,8.0,,Xavier Malisse,R,185.0,BEL,22.0643394935,19.0,1405.0,6-3 6-2,3,4,57.0,2.0,1.0,55.0,36.0,26.0,11.0,9.0,2.0,3.0,2.0,4.0,52.0,26.0,18.0,10.0,8.0,4.0,8.0
