tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-317,Amersfoort,1,32,A,20020715,11,103294,,,Christophe Rochus,0,170.0,BEL,23.5811088296,120.0,337.0,102730,,,Ivo Heuberger,R,188.0,SUI,26.4010951403,130.0,315.0,6-3 6-0,3,3,61.0,1.0,2.0,44.0,24.0,19.0,11.0,7.0,1.0,1.0,1.0,2.0,48.0,16.0,9.0,13.0,8.0,4.0,9.0
2002-317,Amersfoort,1,32,A,20020715,12,102374,4.0,,Alex Corretja,0,180.0,ESP,28.2600958248,26.0,1255.0,103397,,,Alexandre Simoni,R,188.0,BRA,23.0362765229,137.0,298.0,6-2 6-4,3,3,69.0,2.0,0.0,48.0,36.0,27.0,7.0,9.0,1.0,2.0,4.0,2.0,46.0,23.0,13.0,12.0,9.0,4.0,8.0
2002-317,Amersfoort,1,32,A,20020715,13,102607,,,Juan Balcells,0,190.0,ESP,27.0691307324,123.0,325.0,103602,6.0,,Fernando Gonzalez,R,183.0,CHI,21.9603011636,42.0,871.0,7-6(3) 6-3,3,3,137.0,3.0,2.0,69.0,48.0,37.0,14.0,11.0,0.0,0.0,4.0,1.0,61.0,43.0,32.0,12.0,10.0,3.0,4.0
2002-317,Amersfoort,1,32,A,20020715,14,103581,,,Flavio Saretta,0,183.0,BRA,22.045174538,69.0,605.0,102934,,,Nicolas Coutelot,R,185.0,FRA,25.4264202601,99.0,385.0,7-6(3) 6-3,3,3,99.0,3.0,2.0,76.0,46.0,34.0,18.0,11.0,7.0,8.0,2.0,3.0,86.0,45.0,33.0,16.0,10.0,10.0,12.0
2002-317,Amersfoort,1,32,A,20020715,15,102306,,,Michael Kohlmann,0,188.0,GER,28.5065023956,111.0,355.0,104417,,Q,Robin Soderling,R,193.0,SWE,17.916495551,256.0,132.0,6-7(3) 6-0 7-6(5),3,3,121.0,12.0,6.0,93.0,57.0,44.0,18.0,15.0,1.0,3.0,3.0,3.0,112.0,71.0,42.0,22.0,15.0,3.0,8.0
2002-317,Amersfoort,1,32,A,20020715,16,103428,2.0,,Juan Ignacio Chela,0,190.0,ARG,22.8747433265,28.0,1202.0,103714,,,Andreas Vinciguerra,L,180.0,SWE,21.3990417522,91.0,430.0,6-2 6-4,3,3,132.0,5.0,2.0,49.0,30.0,24.0,14.0,9.0,2.0,2.0,2.0,1.0,59.0,42.0,28.0,6.0,9.0,4.0,7.0
2002-317,Amersfoort,1,32,A,20020715,17,102610,1.0,,Albert Costa,0,180.0,ESP,27.0554414784,7.0,2290.0,103280,,WC,Martin Verkerk,R,196.0,NED,23.704312115,108.0,362.0,3-6 6-3 6-4,3,4,134.0,2.0,0.0,88.0,62.0,44.0,13.0,14.0,4.0,7.0,9.0,2.0,88.0,44.0,28.0,25.0,14.0,6.0,10.0
2002-317,Amersfoort,1,32,A,20020715,18,102987,,,Andre Sa,0,185.0,BRA,25.1909650924,64.0,641.0,103709,,,Kristian Pless,R,188.0,DEN,21.4264202601,87.0,446.0,6-1 6-4,3,4,66.0,2.0,1.0,59.0,38.0,25.0,14.0,9.0,5.0,6.0,3.0,6.0,58.0,32.0,21.0,7.0,8.0,7.0,11.0
2002-317,Amersfoort,1,32,A,20020715,19,103292,3.0,,Gaston Gaudio,0,175.0,ARG,23.5975359343,24.0,1323.0,104076,,,Jose Acasuso,R,190.0,ARG,19.7344284736,93.0,426.0,3-6 6-1 6-1,3,4,82.0,2.0,2.0,58.0,37.0,26.0,14.0,11.0,1.0,3.0,1.0,6.0,76.0,40.0,22.0,14.0,12.0,3.0,9.0
2002-317,Amersfoort,1,32,A,20020715,20,103813,5.0,,Jarkko Nieminen,1,185.0,FIN,20.977412731,41.0,884.0,102796,,WC,Magnus Norman,R,188.0,SWE,26.1245722108,177.0,205.0,7-5 6-2,3,4,84.0,0.0,1.0,64.0,44.0,29.0,12.0,10.0,4.0,6.0,3.0,1.0,65.0,43.0,24.0,11.0,10.0,5.0,10.0
2002-317,Amersfoort,1,32,A,20020715,21,102770,,Q,John Van Lottum,0,185.0,NED,26.2614647502,175.0,210.0,103171,,,Raemon Sluiter,R,185.0,NED,24.2546201232,84.0,463.0,6-4 6-3,3,4,78.0,2.0,4.0,56.0,36.0,27.0,8.0,9.0,2.0,4.0,6.0,4.0,68.0,47.0,24.0,9.0,10.0,5.0,10.0
2002-317,Amersfoort,1,32,A,20020715,22,103294,,,Christophe Rochus,0,170.0,BEL,23.5811088296,120.0,337.0,102374,4.0,,Alex Corretja,R,180.0,ESP,28.2600958248,26.0,1255.0,3-6 6-1 6-3,3,4,105.0,1.0,2.0,85.0,51.0,34.0,18.0,13.0,7.0,10.0,1.0,2.0,77.0,52.0,28.0,12.0,12.0,3.0,8.0
2002-317,Amersfoort,1,32,A,20020715,23,102607,,,Juan Balcells,0,190.0,ESP,27.0691307324,123.0,325.0,103581,,,Flavio Saretta,R,183.0,BRA,22.045174538,69.0,605.0,6-2 7-5,3,4,71.0,7.0,1.0,61.0,48.0,33.0,6.0,10.0,2.0,4.0,5.0,1.0,64.0,39.0,21.0,11.0,10.0,4.0,9.0
2002-317,Amersfoort,1,32,A,20020715,24,103428,2.0,,Juan Ignacio Chela,0,190.0,ARG,22.8747433265,28.0,1202.0,102306,,,Michael Kohlmann,R,188.0,GER,28.5065023956,111.0,355.0,5-7 6-2 6-2,3,4,97.0,2.0,2.0,75.0,47.0,41.0,14.0,14.0,1.0,2.0,5.0,5.0,83.0,46.0,33.0,16.0,14.0,3.0,7.0
2002-317,Amersfoort,1,32,A,20020715,25,102610,1.0,,Albert Costa,0,180.0,ESP,27.0554414784,7.0,2290.0,102987,,,Andre Sa,R,185.0,BRA,25.1909650924,64.0,641.0,6-3 6-2,3,5,86.0,4.0,0.0,59.0,38.0,27.0,10.0,8.0,3.0,4.0,0.0,2.0,59.0,34.0,20.0,9.0,9.0,3.0,8.0
2002-317,Amersfoort,1,32,A,20020715,26,103292,3.0,,Gaston Gaudio,0,175.0,ARG,23.5975359343,24.0,1323.0,103813,5.0,,Jarkko Nieminen,L,185.0,FIN,20.977412731,41.0,884.0,6-1 6-2,3,5,71.0,3.0,3.0,69.0,42.0,32.0,13.0,8.0,8.0,8.0,0.0,2.0,38.0,20.0,7.0,10.0,7.0,3.0,7.0
2002-317,Amersfoort,1,32,A,20020715,27,102770,,Q,John Van Lottum,0,185.0,NED,26.2614647502,175.0,210.0,103294,,,Christophe Rochus,R,170.0,BEL,23.5811088296,120.0,337.0,6-4 6-4,3,5,76.0,2.0,2.0,55.0,29.0,21.0,15.0,10.0,5.0,8.0,2.0,0.0,67.0,44.0,27.0,8.0,10.0,6.0,11.0
2002-317,Amersfoort,1,32,A,20020715,28,103428,2.0,,Juan Ignacio Chela,0,190.0,ARG,22.8747433265,28.0,1202.0,102607,,,Juan Balcells,R,190.0,ESP,27.0691307324,123.0,325.0,7-6(7) 6-3,3,5,80.0,3.0,0.0,72.0,47.0,31.0,17.0,11.0,2.0,4.0,3.0,2.0,70.0,56.0,34.0,7.0,10.0,5.0,8.0
2002-317,Amersfoort,1,32,A,20020715,29,102610,1.0,,Albert Costa,0,180.0,ESP,27.0554414784,7.0,2290.0,103292,3.0,,Gaston Gaudio,R,175.0,ARG,23.5975359343,24.0,1323.0,6-4 6-7(1) 6-3,3,6,153.0,6.0,2.0,93.0,57.0,45.0,18.0,16.0,1.0,3.0,3.0,1.0,111.0,76.0,49.0,18.0,15.0,12.0,16.0
2002-317,Amersfoort,1,32,A,20020715,30,103428,2.0,,Juan Ignacio Chela,0,190.0,ARG,22.8747433265,28.0,1202.0,102770,,Q,John Van Lottum,R,185.0,NED,26.2614647502,175.0,210.0,2-6 6-3 6-3,3,6,113.0,4.0,5.0,72.0,42.0,30.0,17.0,13.0,2.0,5.0,3.0,0.0,88.0,42.0,26.0,25.0,13.0,9.0,13.0
2002-317,Amersfoort,1,32,A,20020715,31,103428,2.0,,Juan Ignacio Chela,0,190.0,ARG,22.8747433265,28.0,1202.0,102610,1.0,,Albert Costa,R,180.0,ESP,27.0554414784,7.0,2290.0,6-1 7-6(4),3,7,94.0,1.0,2.0,59.0,35.0,25.0,18.0,10.0,1.0,2.0,2.0,0.0,67.0,49.0,27.0,11.0,9.0,3.0,6.0
2002-316,Bastad,1,32,A,20020708,1,103084,1.0,,Guillermo Canas,0,185.0,ARG,24.6160164271,17.0,1585.0,103714,,,Andreas Vinciguerra,L,180.0,SWE,21.3798767967,89.0,440.0,6-4 6-2,3,3,72.0,3.0,4.0,53.0,31.0,27.0,12.0,9.0,1.0,1.0,1.0,1.0,50.0,30.0,20.0,10.0,9.0,1.0,4.0
2002-316,Bastad,1,32,A,20020708,2,103656,,,Albert Montanes,0,175.0,ESP,21.6125941136,57.0,691.0,102788,,,Jan Vacek,R,198.0,CZE,26.160164271,67.0,615.0,7-5 6-3,3,3,76.0,2.0,5.0,67.0,49.0,35.0,10.0,10.0,3.0,4.0,5.0,5.0,69.0,38.0,27.0,13.0,11.0,6.0,10.0
2002-316,Bastad,1,32,A,20020708,3,102934,,,Nicolas Coutelot,0,185.0,FRA,25.4072553046,105.0,371.0,104004,,Q,Filip Prpic,R,173.0,SWE,20.1177275838,642.0,25.0,3-6 7-5 6-2,3,3,113.0,0.0,0.0,103.0,86.0,38.0,9.0,14.0,9.0,17.0,0.0,0.0,96.0,85.0,34.0,9.0,15.0,6.0,16.0
2002-316,Bastad,1,32,A,20020708,4,102860,,,Agustin Calleri,0,183.0,ARG,25.8124572211,56.0,704.0,103813,5.0,,Jarkko Nieminen,L,185.0,FIN,20.9582477755,41.0,884.0,6-1 6-4,3,3,74.0,6.0,3.0,49.0,27.0,24.0,13.0,9.0,0.0,0.0,0.0,3.0,60.0,35.0,19.0,14.0,8.0,5.0,8.0
2002-316,Bastad,1,32,A,20020708,5,102845,3.0,,Carlos Moya,0,190.0,ESP,25.8617385352,21.0,1450.0,103694,,,Olivier Rochus,R,168.0,BEL,21.4674880219,60.0,656.0,6-3 6-4,3,3,76.0,4.0,2.0,62.0,43.0,32.0,11.0,10.0,4.0,4.0,2.0,6.0,71.0,37.0,26.0,15.0,9.0,12.0,14.0
2002-316,Bastad,1,32,A,20020708,6,103789,,,Irakli Labadze,1,188.0,GEO,21.0787132101,90.0,432.0,103812,,Q,Victor Hanescu,R,198.0,ROU,20.9637234771,190.0,195.0,6-4 1-6 6-3,3,3,97.0,8.0,5.0,79.0,44.0,28.0,20.0,13.0,5.0,9.0,2.0,3.0,68.0,42.0,28.0,14.0,13.0,3.0,7.0
2002-316,Bastad,1,32,A,20020708,7,103786,,,Nikolay Davydenko,0,178.0,RUS,21.0978781656,95.0,405.0,103294,,,Christophe Rochus,R,170.0,BEL,23.5619438741,103.0,372.0,3-6 6-3 6-2,3,3,118.0,1.0,4.0,86.0,53.0,35.0,17.0,13.0,5.0,8.0,2.0,2.0,93.0,51.0,31.0,19.0,13.0,6.0,11.0
2002-316,Bastad,1,32,A,20020708,8,103602,6.0,,Fernando Gonzalez,0,183.0,CHI,21.9411362081,42.0,861.0,101723,,WC,Magnus Larsson,R,193.0,SWE,32.2874743326,160.0,240.0,7-5 6-3,3,3,80.0,8.0,4.0,72.0,40.0,31.0,18.0,11.0,1.0,2.0,4.0,6.0,66.0,41.0,28.0,9.0,10.0,2.0,5.0
2002-316,Bastad,1,32,A,20020708,9,102796,,WC,Magnus Norman,0,188.0,SWE,26.1054072553,159.0,240.0,102035,8.0,,Jonas Bjorkman,R,183.0,SWE,30.2915811088,49.0,740.0,1-6 6-3 6-4,3,3,101.0,4.0,1.0,71.0,49.0,33.0,12.0,13.0,3.0,6.0,6.0,4.0,81.0,44.0,33.0,18.0,13.0,2.0,5.0
2002-316,Bastad,1,32,A,20020708,10,103103,,,Dominik Hrbaty,0,183.0,SVK,24.5065023956,52.0,732.0,103324,,Q,Arnaud Di Pasquale,R,185.0,FRA,23.4031485284,150.0,263.0,6-3 6-4,3,3,77.0,4.0,5.0,61.0,38.0,27.0,11.0,9.0,3.0,5.0,2.0,2.0,57.0,40.0,22.0,8.0,10.0,1.0,6.0
2002-316,Bastad,1,32,A,20020708,11,103165,,Q,Gorka Fraile,0,180.0,ESP,24.2518822724,231.0,151.0,102247,,,Andrea Gaudenzi,R,183.0,ITA,28.93908282,73.0,546.0,6-4 7-6(4),3,3,126.0,2.0,2.0,91.0,62.0,38.0,14.0,11.0,3.0,6.0,7.0,9.0,89.0,42.0,29.0,21.0,11.0,7.0,11.0
2002-316,Bastad,1,32,A,20020708,12,103990,4.0,,Tommy Robredo,0,180.0,ESP,20.1861738535,31.0,1090.0,103709,,,Kristian Pless,R,188.0,DEN,21.4072553046,87.0,446.0,5-7 6-2 6-2,3,3,99.0,3.0,2.0,89.0,57.0,38.0,20.0,14.0,7.0,9.0,3.0,3.0,80.0,44.0,31.0,18.0,14.0,2.0,7.0
2002-316,Bastad,1,32,A,20020708,13,103151,7.0,,Mariano Zabaleta,0,183.0,ARG,24.3559206023,43.0,845.0,104417,,WC,Robin Soderling,R,193.0,SWE,17.8973305955,268.0,127.0,7-6(3) 7-6(8),3,3,114.0,9.0,0.0,93.0,59.0,38.0,20.0,12.0,4.0,7.0,6.0,2.0,77.0,46.0,34.0,16.0,12.0,4.0,7.0
2002-316,Bastad,1,32,A,20020708,14,102287,,,Albert Portas,0,188.0,ESP,28.643394935,71.0,570.0,102950,,,Fernando Vicente,R,180.0,ESP,25.3333333333,54.0,720.0,4-6 6-4 6-4,3,3,135.0,4.0,9.0,109.0,68.0,49.0,16.0,15.0,11.0,14.0,7.0,5.0,115.0,63.0,40.0,27.0,15.0,11.0,15.0
2002-316,Bastad,1,32,A,20020708,15,102539,,,Bohdan Ulihrach,0,188.0,CZE,27.370294319,50.0,740.0,102434,,,Vincent Spadea,R,183.0,USA,27.9698836413,72.0,552.0,6-3 6-1,3,3,71.0,5.0,4.0,71.0,48.0,28.0,11.0,8.0,8.0,10.0,4.0,6.0,42.0,24.0,13.0,3.0,8.0,0.0,6.0
2002-316,Bastad,1,32,A,20020708,16,101962,2.0,,Younes El Aynaoui,0,193.0,MAR,30.8199863107,18.0,1545.0,102694,,,Lars Burgsmuller,R,183.0,GER,26.5872689938,114.0,353.0,6-3 4-6 7-5,3,3,128.0,3.0,5.0,95.0,59.0,37.0,23.0,16.0,3.0,6.0,4.0,4.0,93.0,61.0,38.0,21.0,15.0,7.0,11.0
2002-316,Bastad,1,32,A,20020708,17,103084,1.0,,Guillermo Canas,0,185.0,ARG,24.6160164271,17.0,1585.0,103656,,,Albert Montanes,R,175.0,ESP,21.6125941136,57.0,691.0,6-0 6-0,3,4,52.0,4.0,0.0,29.0,17.0,15.0,9.0,6.0,0.0,0.0,0.0,2.0,52.0,31.0,13.0,5.0,6.0,5.0,11.0
2002-316,Bastad,1,32,A,20020708,18,102860,,,Agustin Calleri,0,183.0,ARG,25.8124572211,56.0,704.0,102934,,,Nicolas Coutelot,R,185.0,FRA,25.4072553046,105.0,371.0,6-2 7-5,3,4,78.0,4.0,2.0,49.0,28.0,23.0,15.0,10.0,1.0,2.0,1.0,0.0,79.0,53.0,28.0,13.0,10.0,8.0,12.0
2002-316,Bastad,1,32,A,20020708,19,102845,3.0,,Carlos Moya,0,190.0,ESP,25.8617385352,21.0,1450.0,103789,,,Irakli Labadze,L,188.0,GEO,21.0787132101,90.0,432.0,6-2 6-4,3,4,70.0,0.0,3.0,46.0,30.0,27.0,9.0,9.0,0.0,0.0,3.0,1.0,64.0,37.0,28.0,10.0,9.0,8.0,11.0
2002-316,Bastad,1,32,A,20020708,20,103786,,,Nikolay Davydenko,0,178.0,RUS,21.0978781656,95.0,405.0,103602,6.0,,Fernando Gonzalez,R,183.0,CHI,21.9411362081,42.0,861.0,6-3 6-4,3,4,72.0,6.0,2.0,61.0,39.0,29.0,14.0,10.0,5.0,6.0,3.0,5.0,49.0,21.0,14.0,15.0,9.0,1.0,4.0
2002-316,Bastad,1,32,A,20020708,21,102796,,WC,Magnus Norman,0,188.0,SWE,26.1054072553,159.0,240.0,103103,,,Dominik Hrbaty,R,183.0,SVK,24.5065023956,52.0,732.0,2-6 6-4 6-2,3,4,115.0,7.0,1.0,83.0,46.0,30.0,20.0,13.0,3.0,6.0,3.0,5.0,85.0,65.0,41.0,10.0,13.0,6.0,10.0
2002-316,Bastad,1,32,A,20020708,22,103990,4.0,,Tommy Robredo,0,180.0,ESP,20.1861738535,31.0,1090.0,103165,,Q,Gorka Fraile,R,180.0,ESP,24.2518822724,231.0,151.0,6-4 2-6 6-4,3,4,106.0,1.0,1.0,85.0,62.0,35.0,14.0,14.0,6.0,11.0,0.0,2.0,84.0,52.0,34.0,15.0,14.0,3.0,8.0
2002-316,Bastad,1,32,A,20020708,23,102287,,,Albert Portas,0,188.0,ESP,28.643394935,71.0,570.0,103151,7.0,,Mariano Zabaleta,R,183.0,ARG,24.3559206023,43.0,845.0,6-3 6-4,3,4,78.0,6.0,4.0,68.0,39.0,33.0,12.0,10.0,3.0,4.0,4.0,1.0,48.0,31.0,23.0,7.0,9.0,2.0,5.0
2002-316,Bastad,1,32,A,20020708,24,101962,2.0,,Younes El Aynaoui,0,193.0,MAR,30.8199863107,18.0,1545.0,102539,,,Bohdan Ulihrach,R,188.0,CZE,27.370294319,50.0,740.0,6-3 6-3,3,4,64.0,7.0,2.0,48.0,30.0,25.0,13.0,9.0,2.0,2.0,4.0,4.0,59.0,34.0,25.0,9.0,9.0,5.0,8.0
2002-316,Bastad,1,32,A,20020708,25,102860,,,Agustin Calleri,0,183.0,ARG,25.8124572211,56.0,704.0,103084,1.0,,Guillermo Canas,R,185.0,ARG,24.6160164271,17.0,1585.0,6-3 7-5,3,5,112.0,4.0,2.0,79.0,41.0,26.0,22.0,11.0,5.0,7.0,3.0,0.0,58.0,35.0,19.0,12.0,10.0,2.0,6.0
2002-316,Bastad,1,32,A,20020708,26,102845,3.0,,Carlos Moya,0,190.0,ESP,25.8617385352,21.0,1450.0,103786,,,Nikolay Davydenko,R,178.0,RUS,21.0978781656,95.0,405.0,6-3 6-2,3,5,72.0,4.0,1.0,58.0,41.0,32.0,12.0,9.0,7.0,7.0,3.0,4.0,45.0,28.0,20.0,6.0,8.0,3.0,6.0
2002-316,Bastad,1,32,A,20020708,27,103990,4.0,,Tommy Robredo,0,180.0,ESP,20.1861738535,31.0,1090.0,102796,,WC,Magnus Norman,R,188.0,SWE,26.1054072553,159.0,240.0,2-6 6-3 6-3,3,5,125.0,1.0,4.0,87.0,58.0,33.0,14.0,13.0,6.0,11.0,2.0,2.0,86.0,53.0,29.0,18.0,13.0,6.0,12.0
2002-316,Bastad,1,32,A,20020708,28,101962,2.0,,Younes El Aynaoui,0,193.0,MAR,30.8199863107,18.0,1545.0,102287,,,Albert Portas,R,188.0,ESP,28.643394935,71.0,570.0,4-6 6-1 6-4,3,5,107.0,8.0,6.0,86.0,51.0,42.0,17.0,14.0,3.0,4.0,4.0,4.0,92.0,62.0,44.0,11.0,13.0,3.0,6.0
2002-316,Bastad,1,32,A,20020708,29,102845,3.0,,Carlos Moya,0,190.0,ESP,25.8617385352,21.0,1450.0,102860,,,Agustin Calleri,R,183.0,ARG,25.8124572211,56.0,704.0,6-4 6-2,3,6,75.0,1.0,1.0,58.0,39.0,28.0,13.0,9.0,5.0,5.0,4.0,2.0,58.0,36.0,24.0,8.0,9.0,2.0,5.0
2002-316,Bastad,1,32,A,20020708,30,101962,2.0,,Younes El Aynaoui,0,193.0,MAR,30.8199863107,18.0,1545.0,103990,4.0,,Tommy Robredo,R,180.0,ESP,20.1861738535,31.0,1090.0,6-2 6-2,3,6,53.0,8.0,0.0,43.0,33.0,27.0,7.0,8.0,2.0,2.0,1.0,2.0,43.0,34.0,21.0,2.0,8.0,1.0,5.0
2002-316,Bastad,1,32,A,20020708,31,102845,3.0,,Carlos Moya,0,190.0,ESP,25.8617385352,21.0,1450.0,101962,2.0,,Younes El Aynaoui,R,193.0,MAR,30.8199863107,18.0,1545.0,6-3 2-6 7-5,3,7,133.0,0.0,3.0,89.0,67.0,44.0,12.0,15.0,0.0,4.0,4.0,3.0,95.0,64.0,43.0,14.0,14.0,7.0,11.0
2002-315,Newport,3,32,A,20020708,1,103484,1.0,,James Blake,0,185.0,USA,22.5270362765,32.0,1015.0,102574,,,Gabriel Trifu,R,193.0,ROU,27.2334017796,161.0,237.0,6-4 7-5,3,3,80.0,5.0,5.0,75.0,44.0,32.0,16.0,11.0,2.0,3.0,9.0,6.0,61.0,33.0,23.0,18.0,11.0,2.0,5.0
2002-315,Newport,3,32,A,20020708,2,102921,,,Ota Fukarek,0,190.0,CZE,25.4674880219,132.0,315.0,103737,,,Edgardo Massa,R,180.0,ARG,21.2950034223,107.0,363.0,6-4 6-4,3,3,76.0,3.0,1.0,61.0,40.0,31.0,11.0,10.0,1.0,2.0,2.0,3.0,70.0,41.0,26.0,15.0,10.0,7.0,10.0
2002-315,Newport,3,32,A,20020708,3,102925,,,Justin Gimelstob,0,196.0,USA,25.4455852156,158.0,247.0,102743,,Q,Ben Ellwood,R,178.0,AUS,26.3216974675,827.0,11.0,6-2 0-6 6-3,3,3,82.0,5.0,7.0,59.0,28.0,20.0,11.0,11.0,1.0,5.0,1.0,10.0,67.0,46.0,30.0,7.0,12.0,0.0,5.0
2002-315,Newport,3,32,A,20020708,4,102968,,Q,Jonathan Erlich,0,180.0,ISR,25.2566735113,599.0,29.0,103781,8.0,,Jurgen Melzer,L,183.0,AUT,21.1279945243,99.0,381.0,7-5 6-4,3,3,85.0,4.0,5.0,63.0,38.0,31.0,15.0,11.0,2.0,3.0,4.0,8.0,79.0,43.0,33.0,12.0,11.0,5.0,8.0
2002-315,Newport,3,32,A,20020708,5,102382,3.0,,Julian Knowle,1,188.0,AUT,28.1916495551,88.0,445.0,103506,,,Martin Vassallo Arguello,R,183.0,ARG,22.4065708419,125.0,320.0,6-2 6-2,3,3,81.0,3.0,8.0,50.0,25.0,22.0,13.0,8.0,1.0,1.0,2.0,3.0,60.0,34.0,16.0,13.0,8.0,4.0,8.0
2002-315,Newport,3,32,A,20020708,6,103888,,,Mardy Fish,0,188.0,USA,20.5776865161,143.0,278.0,103254,,Q,Yves Allegro,R,183.0,SUI,23.871321013,298.0,105.0,6-3 7-6(5),3,3,84.0,7.0,1.0,68.0,32.0,26.0,20.0,11.0,2.0,4.0,3.0,4.0,70.0,36.0,29.0,14.0,10.0,4.0,7.0
2002-315,Newport,3,32,A,20020708,7,103408,,WC,Brian Vahaly,0,183.0,USA,22.970568104,141.0,287.0,101868,,,Dick Norman,L,203.0,BEL,31.3538672142,121.0,335.0,6-4 3-6 6-4,3,3,113.0,3.0,4.0,91.0,56.0,41.0,22.0,14.0,6.0,7.0,17.0,8.0,82.0,44.0,36.0,22.0,15.0,0.0,2.0
2002-315,Newport,3,32,A,20020708,8,103566,7.0,,Michael Llodra,1,190.0,FRA,22.1382614648,111.0,358.0,102965,,,Jamie Delgado,R,178.0,GBR,25.2977412731,175.0,209.0,5-7 7-5 6-3,3,3,110.0,12.0,8.0,103.0,62.0,46.0,21.0,17.0,5.0,8.0,5.0,8.0,97.0,54.0,41.0,19.0,16.0,5.0,9.0
2002-315,Newport,3,32,A,20020708,9,102880,5.0,,Alexander Popp,0,201.0,GER,25.6728268309,100.0,380.0,102809,,,Axel Pretzsch,R,185.0,GER,26.0588637919,134.0,313.0,6-2 6-2,3,3,57.0,2.0,2.0,46.0,24.0,20.0,13.0,8.0,1.0,1.0,2.0,3.0,55.0,30.0,15.0,13.0,8.0,8.0,12.0
2002-315,Newport,3,32,A,20020708,10,102306,,,Michael Kohlmann,0,188.0,GER,28.4873374401,118.0,346.0,103397,,,Alexandre Simoni,R,188.0,BRA,23.0171115674,138.0,298.0,6-2 6-2,3,3,43.0,5.0,2.0,43.0,29.0,27.0,8.0,8.0,3.0,3.0,6.0,2.0,46.0,36.0,21.0,2.0,8.0,3.0,7.0
2002-315,Newport,3,32,A,20020708,11,103758,,,Taylor Dent,0,188.0,USA,21.2046543463,96.0,386.0,104339,,WC,Mario Ancic,R,196.0,CRO,18.2724161533,142.0,286.0,6-3 6-4,3,3,62.0,8.0,4.0,66.0,45.0,34.0,13.0,10.0,5.0,5.0,10.0,6.0,55.0,31.0,26.0,8.0,9.0,1.0,3.0
2002-315,Newport,3,32,A,20020708,12,103319,4.0,,Jeff Morrison,0,185.0,USA,23.4223134839,85.0,463.0,102524,,,Neville Godwin,R,173.0,RSA,27.4332648871,117.0,347.0,6-3 7-6(7),3,3,96.0,10.0,7.0,80.0,44.0,33.0,19.0,11.0,7.0,8.0,0.0,13.0,72.0,36.0,34.0,11.0,10.0,3.0,5.0
2002-315,Newport,3,32,A,20020708,13,104068,,,Robby Ginepri,0,183.0,USA,19.7508555784,124.0,323.0,102821,6.0,,Cecil Mamiit,R,173.0,PHI,26.0287474333,109.0,362.0,6-4 6-4,3,3,68.0,4.0,6.0,64.0,36.0,24.0,13.0,10.0,3.0,6.0,0.0,4.0,61.0,34.0,20.0,13.0,10.0,7.0,12.0
2002-315,Newport,3,32,A,20020708,14,103174,,,Noam Okun,0,185.0,ISR,24.2272416153,130.0,316.0,104126,,Q,Adam Kennedy,U,,AUS,19.40862423,677.0,20.0,6-2 7-6(1),3,3,89.0,6.0,2.0,52.0,23.0,23.0,21.0,10.0,0.0,0.0,4.0,6.0,69.0,41.0,28.0,13.0,10.0,4.0,6.0
2002-315,Newport,3,32,A,20020708,15,102902,,WC,Thomas Blake,0,,USA,25.5222450376,381.0,75.0,103297,,,Alex Kim,R,175.0,USA,23.5482546201,116.0,352.0,5-7 6-4 7-5,3,3,121.0,12.0,3.0,112.0,75.0,54.0,15.0,17.0,10.0,14.0,0.0,3.0,113.0,77.0,49.0,17.0,17.0,4.0,9.0
2002-315,Newport,3,32,A,20020708,16,103114,,,Martin Lee,1,180.0,GBR,24.4818617385,127.0,318.0,101885,2.0,,Wayne Arthurs,L,190.0,AUS,31.3073237509,70.0,575.0,3-6 7-5 6-2,3,3,108.0,5.0,4.0,89.0,43.0,33.0,25.0,14.0,1.0,2.0,23.0,10.0,93.0,51.0,42.0,20.0,15.0,4.0,7.0
2002-315,Newport,3,32,A,20020708,17,103484,1.0,,James Blake,0,185.0,USA,22.5270362765,32.0,1015.0,102921,,,Ota Fukarek,R,190.0,CZE,25.4674880219,132.0,315.0,7-6(3) 4-6 6-1,3,4,119.0,6.0,3.0,97.0,56.0,44.0,23.0,15.0,6.0,7.0,3.0,5.0,103.0,68.0,46.0,18.0,14.0,4.0,6.0
2002-315,Newport,3,32,A,20020708,18,102925,,,Justin Gimelstob,0,196.0,USA,25.4455852156,158.0,247.0,102968,,Q,Jonathan Erlich,R,180.0,ISR,25.2566735113,599.0,29.0,6-4 6-0,3,4,57.0,3.0,3.0,40.0,22.0,19.0,10.0,8.0,1.0,2.0,0.0,4.0,52.0,34.0,16.0,6.0,8.0,3.0,8.0
